"136","001.022.142.000","001.022.142.255","18255360","18255615","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"137","001.022.143.000","001.022.255.255","18255616","18284543","印度","印度","*","*","tikona.in","*
"
"138","001.023.000.000","001.023.079.255","18284544","18305023","印度","印度","*","*","tikona.in","*
"
"139","001.023.080.000","001.023.085.255","18305024","18306559","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"140","001.023.086.000","001.023.089.255","18306560","18307583","印度","古吉拉特邦","阿穆达巴","*","tikona.in","*
"
"141","001.023.090.000","001.023.091.255","18307584","18308095","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"142","001.023.092.000","001.023.092.255","18308096","18308351","印度","印度","*","*","tikona.in","*
"
"143","001.023.093.000","001.023.093.255","18308352","18308607","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"144","001.023.094.000","001.023.213.255","18308608","18339327","印度","印度","*","*","tikona.in","*
"
"145","001.023.214.000","001.023.214.255","18339328","18339583","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"146","001.023.215.000","001.023.218.255","18339584","18340607","印度","印度","*","*","tikona.in","*
"
"147","001.023.219.000","001.023.219.255","18340608","18340863","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"148","001.023.220.000","001.023.248.255","18340864","18348287","印度","印度","*","*","tikona.in","*
"
"149","001.023.249.000","001.023.249.255","18348288","18348543","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"150","001.023.250.000","001.023.250.255","18348544","18348799","印度","印度","*","*","tikona.in","*
"
"151","001.023.251.000","001.023.251.255","18348800","18349055","印度","马哈拉施特拉邦","孟买","*","tikona.in","*
"
"152","001.023.252.000","001.023.255.255","18349056","18350079","印度","印度","*","*","tikona.in","*
"
"153","001.024.000.000","001.024.007.255","18350080","18352127","中国","内蒙古","呼和浩特","*","联通","*
"
"154","001.024.008.000","001.024.015.255","18352128","18354175","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"155","001.024.016.000","001.024.019.255","18354176","18355199","中国","内蒙古","呼和浩特","*","联通","*
"
"156","001.024.020.000","001.024.023.255","18355200","18356223","中国","内蒙古","包头","*","联通","*
"
"157","001.024.024.000","001.024.031.255","18356224","18358271","中国","内蒙古","呼和浩特","*","联通","*
"
"158","001.024.032.000","001.024.039.255","18358272","18360319","中国","内蒙古","乌兰察布","*","联通","*
"
"159","001.024.040.000","001.024.063.255","18360320","18366463","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"160","001.024.064.000","001.024.079.255","18366464","18370559","中国","内蒙古","阿拉善盟","*","联通","*
"
"161","001.024.080.000","001.024.095.255","18370560","18374655","中国","内蒙古","乌兰察布","*","联通","*
"
"162","001.024.096.000","001.024.119.255","18374656","18380799","中国","内蒙古","巴彦淖尔","*","联通","*
"
"163","001.024.120.000","001.024.127.255","18380800","18382847","中国","内蒙古","兴安盟","*","联通","*
"
"164","001.024.128.000","001.024.135.255","18382848","18384895","中国","内蒙古","包头","*","联通","*
"
"165","001.024.136.000","001.024.139.255","18384896","18385919","中国","内蒙古","鄂尔多斯","*","联通","*
"
"166","001.024.140.000","001.024.143.255","18385920","18386943","中国","内蒙古","鄂尔多斯","*","联通","*
"
"167","001.024.144.000","001.024.147.255","18386944","18387967","中国","内蒙古","鄂尔多斯","*","联通","*
"
"168","001.024.148.000","001.024.159.255","18387968","18391039","中国","内蒙古","乌海","*","联通","*
"
"169","001.024.160.000","001.024.167.255","18391040","18393087","中国","内蒙古","包头","*","联通","*
"
"170","001.024.168.000","001.024.175.255","18393088","18395135","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"171","001.024.176.000","001.024.183.255","18395136","18397183","中国","内蒙古","阿拉善盟","*","联通","*
"
"172","001.024.184.000","001.024.187.255","18397184","18398207","中国","内蒙古","乌海","*","联通","*
"
"173","001.024.188.000","001.024.191.255","18398208","18399231","中国","内蒙古","包头","*","联通","*
"
"174","001.024.192.000","001.024.199.255","18399232","18401279","中国","内蒙古","乌兰察布","*","联通","*
"
"175","001.024.200.000","001.024.209.255","18401280","18403839","中国","内蒙古","呼和浩特","*","联通","*
"
"176","001.024.210.000","001.024.210.255","18403840","18404095","中国","内蒙古","鄂尔多斯","*","联通","*
"
"177","001.024.211.000","001.024.215.255","18404096","18405375","中国","内蒙古","呼和浩特","*","联通","*
"
"178","001.024.216.000","001.024.219.255","18405376","18406399","中国","内蒙古","乌兰察布","*","联通","*
"
"179","001.024.220.000","001.024.223.255","18406400","18407423","中国","内蒙古","乌海","*","联通","*
"
"180","001.024.224.000","001.024.227.255","18407424","18408447","中国","内蒙古","包头","*","联通","*
"
"181","001.024.228.000","001.024.231.255","18408448","18409471","中国","内蒙古","鄂尔多斯","*","联通","*
"
"182","001.024.232.000","001.024.235.255","18409472","18410495","中国","内蒙古","包头","*","联通","*
"
"183","001.024.236.000","001.024.239.255","18410496","18411519","中国","内蒙古","乌兰察布","*","联通","*
"
"184","001.024.240.000","001.024.243.255","18411520","18412543","中国","内蒙古","呼和浩特","*","联通","*
"
"185","001.024.244.000","001.024.247.255","18412544","18413567","中国","内蒙古","乌海","*","联通","*
"
"186","001.024.248.000","001.024.255.255","18413568","18415615","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"187","001.025.000.000","001.025.007.255","18415616","18417663","中国","内蒙古","乌兰察布","*","联通","*
"
"188","001.025.008.000","001.025.015.255","18417664","18419711","中国","内蒙古","呼和浩特","*","联通","*
"
"189","001.025.016.000","001.025.023.255","18419712","18421759","中国","内蒙古","乌海","*","联通","*
"
"190","001.025.024.000","001.025.035.255","18421760","18424831","中国","内蒙古","乌兰察布","*","联通","*
"
"191","001.025.036.000","001.025.036.255","18424832","18425087","中国","内蒙古","呼和浩特","*","联通","*
"
"192","001.025.037.000","001.025.047.255","18425088","18427903","中国","内蒙古","乌兰察布","*","联通","*
"
"193","001.025.048.000","001.025.067.255","18427904","18433023","中国","内蒙古","包头","*","联通","*
"
"194","001.025.068.000","001.025.075.255","18433024","18435071","中国","内蒙古","包头","*","联通","*
"
"195","001.025.076.000","001.025.091.255","18435072","18439167","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"196","001.025.092.000","001.025.095.255","18439168","18440191","中国","内蒙古","乌兰察布","*","联通","*
"
"197","001.025.096.000","001.025.099.255","18440192","18441215","中国","内蒙古","呼和浩特","*","联通","*
"
"198","001.025.100.000","001.025.111.255","18441216","18444287","中国","内蒙古","呼和浩特","*","联通","*
"
"199","001.025.112.000","001.025.119.255","18444288","18446335","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"200","001.025.120.000","001.025.127.255","18446336","18448383","中国","内蒙古","包头","*","联通","*
"
"201","001.025.128.000","001.025.135.255","18448384","18450431","中国","内蒙古","乌兰察布","*","联通","*
"
"202","001.025.136.000","001.025.151.255","18450432","18454527","中国","内蒙古","呼和浩特","*","联通","*
"
"203","001.025.152.000","001.025.159.255","18454528","18456575","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"204","001.025.160.000","001.025.167.255","18456576","18458623","中国","内蒙古","包头","*","联通","*
"
"205","001.025.168.000","001.025.199.255","18458624","18466815","中国","内蒙古","锡林郭勒盟","*","联通","*
"
"206","001.025.200.000","001.025.201.255","18466816","18467327","中国","内蒙古","包头","*","联通","*
"
"207","001.025.202.000","001.025.203.255","18467328","18467839","中国","内蒙古","呼和浩特","*","联通","*
"
"208","001.025.204.000","001.025.227.255","18467840","18473983","中国","内蒙古","包头","*","联通","*
"
"209","001.025.228.000","001.025.255.255","18473984","18481151","中国","内蒙古","巴彦淖尔","*","联通","*
"
"210","001.026.000.000","001.026.031.255","18481152","18489343","中国","内蒙古","呼伦贝尔","*","联通","*
"
"211","001.026.032.000","001.026.063.255","18489344","18497535","中国","内蒙古","通辽","*","联通","*
"
"212","001.026.064.000","001.026.095.255","18497536","18505727","中国","内蒙古","通辽","*","联通","*
"
"213","001.026.096.000","001.026.143.255","18505728","18518015","中国","内蒙古","赤峰","*","联通","*
"
"214","001.026.144.000","001.026.147.255","18518016","18519039","中国","内蒙古","呼伦贝尔","*","联通","*
"
"215","001.026.148.000","001.026.159.255","18519040","18522111","中国","内蒙古","兴安盟","*","联通","*
"
"216","001.026.160.000","001.026.167.255","18522112","18524159","中国","内蒙古","通辽","*","联通","*
"
"217","001.026.168.000","001.026.171.255","18524160","18525183","中国","内蒙古","通辽","*","联通","*
"
"218","001.026.172.000","001.026.179.255","18525184","18527231","中国","内蒙古","兴安盟","*","联通","*
"
"219","001.026.180.000","001.026.195.255","18527232","18531327","中国","内蒙古","赤峰","*","联通","*
"
"220","001.026.196.000","001.026.207.255","18531328","18534399","中国","内蒙古","呼伦贝尔","*","联通","*
"
"221","001.026.208.000","001.026.211.255","18534400","18535423","中国","内蒙古","兴安盟","*","联通","*
"
"222","001.026.212.000","001.026.215.255","18535424","18536447","中国","内蒙古","通辽","*","联通","*
"
"223","001.026.216.000","001.026.219.255","18536448","18537471","中国","内蒙古","呼伦贝尔","*","联通","*
"
"224","001.026.220.000","001.026.223.255","18537472","18538495","中国","内蒙古","通辽","*","联通","*
"
"225","001.026.224.000","001.026.255.255","18538496","18546687","中国","内蒙古","通辽","*","联通","*
"
"226","001.027.000.000","001.027.015.255","18546688","18550783","中国","内蒙古","通辽","*","联通","*
"
"227","001.027.016.000","001.027.031.255","18550784","18554879","中国","内蒙古","呼伦贝尔","*","联通","*
"
"228","001.027.032.000","001.027.035.255","18554880","18555903","中国","内蒙古","赤峰","*","联通","*
"
"229","001.027.036.000","001.027.039.255","18555904","18556927","中国","内蒙古","鄂尔多斯","*","联通","*
"
"230","001.027.040.000","001.027.047.255","18556928","18558975","中国","内蒙古","赤峰","*","联通","*
"
"231","001.027.048.000","001.027.051.255","18558976","18559999","中国","内蒙古","呼和浩特","*","联通","*
"
"232","001.027.052.000","001.027.063.255","18560000","18563071","中国","内蒙古","赤峰","*","联通","*
"
"233","001.027.064.000","001.027.087.255","18563072","18569215","中国","内蒙古","呼伦贝尔","*","联通","*
"
"234","001.027.088.000","001.027.091.255","18569216","18570239","中国","内蒙古","赤峰","*","联通","*
"
"235","001.027.092.000","001.027.095.255","18570240","18571263","中国","内蒙古","呼和浩特","*","联通","*
"
"236","001.027.096.000","001.027.103.255","18571264","18573311","中国","内蒙古","赤峰","*","联通","*
"
"237","001.027.104.000","001.027.111.255","18573312","18575359","中国","内蒙古","赤峰","*","联通","*
"
"238","001.027.112.000","001.027.127.255","18575360","18579455","中国","内蒙古","通辽","*","联通","*
"
"239","001.027.128.000","001.027.143.255","18579456","18583551","中国","内蒙古","通辽","*","联通","*
"
"240","001.027.144.000","001.027.147.255","18583552","18584575","中国","内蒙古","通辽","*","联通","*
"
